Job title,Company name,Company address,Job description,Job details,Jobrequirements,Links
DevOps Team Lead,Trufla -,"Heliopolis, Cairo, Egypt",Full Time Manager · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Azure · Docker · MySQL · Python · Software Engineering · Information Technology (IT) · Linux, Experience Needed:More Than 4 YearsCareer Level:ManagerEducation Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:AWSAzureDockerMySQLPythonSoftware EngineeringInformation Technology (IT)LinuxSoftware DevelopmentComputer ScienceDevOpsLeadership,"Job Qualification4+ years of experience managing infrastructures with lots of moving pieces2+ years of team leadership experience in a distributed environmentExperience with any public cloud providers (i.e. AWS, Google & Azure), preferably AWSProficiency working with cloud technologies: Dockerization, ECS, CI/CD, auto-scaling, DBs (MySQL, Mongo, Postgres, Elasticsearch, etc…) , IACProficiency with Linux systems and toolsExperience in scripting languages (i.e. Shell, Bash, Python, etc…)Strong experience in automationPreferably experience in architecting scalable infrastructures and data warehouses.Data-driven and strongly motivated by success and learnings through experiments and metrics analysisComfortable working in a fast-moving team environment (we deploy many times a day!)Ability to work rotational shifts around the clock with other team membersComputer Science degree, or significant equivalent experiencePassion for mentoring and supporting the continued education of team membersGood knowledge of modern deployment tools and technologies (i.e. CI/CD, Docker, AWS, etc…)VALUES & COMPETENCIES Positive attitude and enthusiasm for employee training and developmentFlexible and adaptable with proven problem-solving abilityHigh degree of professionalism, integrity, and confidentialityDemonstrated accountability and reliability in the quality and timeliness of workAbility to work well within a team, and independently, and able to adjust to tight and changing deadlinesCritical thinker with strong attention to detailsDo you think we match? Apply Now! If you get what it takes, apply to the job through the ""Apply Now"" button above.*After applying, complete your application by taking the required assessment below:https://assessment.testgorilla.com/testtaker/publicinvitation/6abd8c96-79f1-49e4-bdea-363e2483d1b0",https://wuzzuf.net/jobs/p/sj0SjweGn9TS-DevOps-Team-Lead-Trufla-Cairo-Egypt?o=75&l=sp&t=sj&a=python|search-v3|hpb
Senior Infrastructure/Systems Engineer,BBI-Consultancy -,"Nasr City, Cairo, Egypt",Full Time Experienced · 4 - 6 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · AWS · Computer Engineering · Infrastructure · Installation · Linux · MySQL · Python, Experience Needed:4 To 6 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:Installation/Maintenance/RepairIT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:AWSComputer EngineeringInfrastructureInstallationLinuxMySQLPythonSQLTestingInformation Technology (IT)Computer ScienceEngineering,"Hands-on experience in managing Linux based infrastructure, RHCEcertificate is preferedHands-on experience in at least in one scripting language (Bash/Python)Hands-on experience in databases including MySQL, Oracle, SQL ServerHands-on experience in AWS or AzureHands-on experience in AnsibleExperience in scalable/high traffic apps.Hands on experience with Helm chartsUtilize various open-source technologiesUse various tools to orchestration solutionsBuild independent web-based tools, microservices, and solutionsManage source control including Github and Gitlab PipelinesImplement automated testing strategyExperience with Kerbores and LDAP installation and configurationExperience with TLS, openSSL, keytool and keystoresExperience with Kafka distrubited messaging serviceExperience with Big data Technologies",https://wuzzuf.net/jobs/p/mMSBRyLbsRiV-Senior-InfrastructureSystems-Engineer-BBI-Consultancy-Cairo-Egypt?o=76&l=sp&t=sj&a=python|search-v3|hpb
Senior Backend Engineer,LxT -,"Mohandessin, Giza, Egypt",Full Time Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Docker · Python · Programming · Software Development · Testing · Agile · AWS Cloud · Flask, Experience Needed:3 To 5 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:DockerPythonProgrammingSoftware DevelopmentTestingAgileAWS CloudFlaskNoSQL,"Qualifications A minimum of 3 to 5 years of experience in programming for the web. Solid understanding of Python for web applications Extensive experience with Django, Flask or other Python web frameworks Experience with both Relational and NoSQL databases Good understanding of web servers (Apache, Nginx) and essential configurations Solid understanding of algorithms, data structures, and complexity Passionate to optimize the performance bottlenecks and large-scale deployments Familiarity with containerization concepts (e.g. Docker and Kubernetes) Big fan of unit testing and TDD Strong command of Git and team workflows. Professional-level written and spoken English. Preferred qualificationsExperienced with any of the cloud platforms (Azure, GCP or Amazon)Good understanding of CI/CD, containerization and container orchestration toolsFamiliar with Agile project management methodologies.Familiarity with the OWASP Top 10 Web Security Vulnerabilities and their mitigation. ",https://wuzzuf.net/jobs/p/UMsxtdDfJgta-Senior-Backend-Engineer-LxT-Giza-Egypt?o=77&l=sp&t=sj&a=python|search-v3|hpb
Senior Full Stack Developer,Sword Egypt -,"Maadi, Cairo, Egypt",Full Time Work From Home Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Development · Software Development · Information Technology (IT) · JavaScript · English · Python · React · Docker, Experience Needed:4 To 6 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:DevelopmentSoftware DevelopmentInformation Technology (IT)JavaScriptEnglishPythonReactDockerComputer ScienceAngularWeb DevelopmentDesignTelecom Engineering,"Strong knowledge of Python and addition JavaScript (ES6+) or vice versa;Strong knowledge of React or other modern JS frameworks (Angular, Vue.js);A passion for building reliable technical products in digital communications;Experience in designing and developing web applications;In-depth understanding of the entire web development process (design, development, and deployment);Experience with RDBMS (e.g., PostgreSQL), Kafka, Kubernetes, Django, Docker, GitLab;Experience with analytics/product tools like Google Analytics, Amplitude, Google Tag Manager, Salesforce;Experience developing custom apps(Extend Journey Builder, AppExchange) for Salesforce Marketing Cloud will be a big plus;Ability to work in a team, meet deadlines;Good spoken and written English. ",https://wuzzuf.net/jobs/p/OTugnHbSfuks-Senior-Full-Stack-Developer-Sword-Egypt-Cairo-Egypt?o=78&l=sp&t=sj&a=python|search-v3|hpb
Backend Developer,YDS yasar digital services -,"Nasr City, Cairo, Egypt",Full Time Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · backend · Computer Science · Information Technology (IT) · Programming · Python · Software Development · Software Engineering · SQL," Experience Needed:More Than 2 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:Confidential, Social InsuranceJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:backendComputer ScienceInformation Technology (IT)ProgrammingPythonSoftware DevelopmentSoftware EngineeringSQL","Bachelor’s degree in computer science, information technology, engineering, or related degree.2 Years of ExperienceKnowledge of SQL and relational databases (preferably PostgreSQL).A strong self-starter, operationally-focused; a problem-solver.Experience in python programming language.Strong knowledge of at least one backend framework (Flask, Django)Knowledge of and understanding of microservices and the service bus architecture",https://wuzzuf.net/jobs/p/Sye7bfr9SuV2-Backend-Developer-YDS-yasar-digital-services-Cairo-Egypt?o=79&l=sp&t=sj&a=python|search-v3|hpb
Reporting Engineer,Egybell -,"Cairo, Egypt",Full Time Experienced · 2 - 5 Yrs of Exp · Analyst/Research · Engineering - Telecom/Technology · Electronics Engineering · Electronic Engineering · Telecommunication Engineering · Communication Engineering · Telecom Engineering · Network Engineering · Communication · Information Technology (IT), Experience Needed:2 To 5 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:Analyst/ResearchEngineering - Telecom/TechnologySkills And Tools:Electronics EngineeringElectronic EngineeringTelecommunication EngineeringCommunication EngineeringTelecom EngineeringNetwork EngineeringCommunicationInformation Technology (IT)TelecommunicationEngineeringNetworksReportingSoftware EngineeringVBPython,"Qualifications and Experience:From 2 to 5 years of experience  Degree in Engineering preferably in electronics and communication or telecommunication or equivalentExperience in Telecom.Demonstrated leadership skills as well as reporting and performance skillsData analytical skills, modelling and hands on experience in python as well as VB.GSM Telecommunications knowledge with telephony switching principles, traffic concept, telecommunication networks & signaling.KPI formulae, KPI degradation and troubleshooting KPIs variance Basic Network Architecture in technologies of 2G, 3G, 4G & 5G.Transport Networks and their implementation approaches and their integration with core network.Support and supply processes.",https://wuzzuf.net/jobs/p/RJQOvYrc3m30-Reporting-Engineer-Egybell-Cairo-Egypt?o=80&l=sp&t=sj&a=python|search-v3|hpb
Devops Engineer,Confidential -,"Cairo, Egypt",Full Time Work From Home Experienced · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · DevOps · Engineering · Information Technology (IT) · Software · Python · Computer Science · Software Engineering · Software Development, Experience Needed:5 To 8 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:DevOpsEngineeringInformation Technology (IT)SoftwarePythonComputer ScienceSoftware EngineeringSoftware DevelopmentGitRuby,"BSc in Computer Science, Engineering or relevant fieldExperience as a DevOps Engineer or similar software engineering roleProficient with git and git workflowsGood knowledge of Ruby or PythonWorking knowledge of databases and SQLProblem-solving attitudeCollaborative team spiritPreferred QualificationsMaster's degree in Computer Science or Software EngineeringExperience with software engineering, customer experience and civil engineeringExperience developing engineering applications for a large corporation",https://wuzzuf.net/jobs/p/DrhcEUTbyPnQ-Devops-Engineer-Cairo-Egypt?o=81&l=sp&t=sj&a=python|search-v3|hpb
Senior Lead DevOps,Al Beshara -,"Nasr City, Cairo, Egypt",Full Time Manager · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · Computer Engineering · Computer Science · DevOps · Engineering · Software Development · Information Technology (IT) · Java," Experience Needed:More Than 4 YearsCareer Level:ManagerEducation Level:Bachelor'S DegreeSalary:Confidential, Bonus Based On PerformanceJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:AgileComputer EngineeringComputer ScienceDevOpsEngineeringSoftware DevelopmentInformation Technology (IT)JavaJavaScriptJenkinsPHPPythonRuby on RailsGroovyBashJIRAGitlabScrumcomputerscienceBuddyBuildbotSoftware EngineeringDockerGit","+4 Years of Experience in Software engineering.Expertise in DevOps tool sets such as: Jenkins, Git, GitLab, Ansible, Docker, Artifactory.Experience in Observability tools like Dynatrace, Prometheus, Grafana, Loki, ELK.Hands on experience with security best practices and tools like SonarQube, OWASP, etc.Experience in DBs like OracleDB, PostgreSQL.Expertise in scripting (e.g., Bash, Powershell) and declarative and imperative languages (e.g., yaml, json, python).Experience in supporting multiple teams, triage production issues..Working in Agile environment like scrum, Kanban using platforms like Jira.Experience in Product/project management.Problem-solving and troubleshooting skills.BA degree in computer science, information technology, computer engineering or equivalentAِbility to travel is a must",https://wuzzuf.net/jobs/p/XSlQ8Dix7ojy-Senior-Lead-DevOps-Al-Beshara-Cairo-Egypt?o=82&l=sp&t=sj&a=python|search-v3|hpb
System Engineer,Confidential -,"Dokki, Giza, Egypt",Full Time Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer · Installation · Media · Computer Science · Java · Python · PHP, Experience Needed:2 To 5 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:7000 To 9000 EGP Per MonthJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:Information Technology (IT)ComputerInstallationMediaComputer ScienceJavaPythonPHPDjangoFrameworkJavaScriptHTMLComputer Engineering,"Previous experience in VFX is a plus.Previous Work with Python, HTML, JAVAscript, PHP, Django framework.Capable of learning new experiences and technologiesCourses or bachelor degree in computer science is required.Has high learning curve and can work in a flexible timing shifts.If you can’t work under stress or can’t work for long hours when required please don’t applyProgrammatic Thinker",https://wuzzuf.net/jobs/p/p7xjeeAqCh1u-System-Engineer-Giza-Egypt?o=83&l=sp&t=sj&a=python|search-v3|hpb
Odoo Developer,Roayadm -,"Alexandria, Egypt",Full Time Experienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Odoo · Odoo Development · Odoo ERP · Python · python development · Computer Science · Information Technology (IT), Experience Needed:3 To 5 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:Installation/Maintenance/RepairIT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:OdooOdoo DevelopmentOdoo ERPPythonpython developmentComputer ScienceInformation Technology (IT)SQLORM,Education: Bachelor's Degree in Computer Science.Skills:PythonPostgresql [SQL|PgSQL]ORM ConceptGitXMLAbility to prepare a good documented code and application documentation [Technical Writing]Fast Learner & Problem Solverbuild odoo environment with high performanceunit testdevops knowledge,https://wuzzuf.net/jobs/p/FqVd92gRhJtO-Odoo-Developer-Roayadm-Alexandria-Egypt?o=84&l=sp&t=sj&a=python|search-v3|hpb
Digital Design Engineer,Si-Vision -,"Sheraton, Cairo, Egypt",Full Time Entry Level · 0 - 3 Yrs of Exp · Creative/Design/Art · Engineering - Mechanical/Electrical · Engineering · Telecommunication · Electronics Engineering · HDL · Digital Design · Verilog · VHDL · CMOS, Experience Needed:0 To 3 YearsCareer Level:Entry Level (Junior Level / Fresh Grad)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:Creative/Design/ArtEngineering - Mechanical/ElectricalSkills And Tools:EngineeringTelecommunicationElectronics EngineeringHDLDigital DesignVerilogVHDLCMOSASICFPGAMatlabSIMULINKVCSQuestaSimNCVerilogShellPerlPythonDesignArchitectureElectronicsMicrosoft OfficeCommunicationDigitalLinux,"EducationB.Sc. in Electronics EngineeringYears of Experience0 - 3 years of experienceOther Knowledge/ StudiesUnderstanding of HDL (Verilog/VHDL).Understanding of CMOS digital circuits.Knowledge of ASIC/FPGA digital design flow (Architecture, RTL design, verification …etc.).System-level modeling in MATLAB, SIMULINK, or equivalent tools.Digital design tools (VCS, QuestaSim, NCVerilog… etc.).Synthesis flow requirements (defining design constraints, analyzing synthesis reports).Scripting in Shell, PERL, and Python.Linux background is preferable.Digital design optimization in Area, Speed, and Power for ASIC applications is a plus.Digital place and route concepts are a plus.Oral and written fluency in English.AbilitiesGood communication skills.Good presentation skills.Good problem-solving and analytical skills.Ability to work independently as well as a key team player.",https://wuzzuf.net/jobs/p/bKiukssVlHzI-Digital-Design-Engineer-Si-Vision-Cairo-Egypt?o=85&l=sp&t=sj&a=python|search-v3|hpb
Odoo Developer - ERP,Confidential -,"Mokattam, Cairo, Egypt",Full Time Experienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Development · Information Technology (IT) · Odoo · Odoo Development · Python, Experience Needed:2 To 3 YearsCareer Level:Experienced (Non-Manager)Education Level:Not SpecifiedSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:Computer ScienceDevelopmentInformation Technology (IT)OdooOdoo DevelopmentPython,"Bachelor degree preferably in Computer Science, Information Systems, or Engineering, but any other field is welcomed, specially if supported with good experience.Minimum of 2-3 year of experience in Odoo development, or 2-3 years in Python.Outstanding communication and interpersonal abilitiesPatience and professionalismReliability and discretion: you will often learn of confidential mattersCommunication, negotiation and relationship-building skillsExcellent time management skills and the ability to prioritize workAttention to detail and problem solving skillsExcellent written and verbal communication skillsStrong organizational skills with the ability to multi-task",https://wuzzuf.net/jobs/p/ZC8pgKngK2qq-Odoo-Developer---ERP-Cairo-Egypt?o=86&l=sp&t=sj&a=python|search-v3|hpb
ERP (Odoo) / IT Specialist,Confidential -,"Mohandessin, Giza, Egypt",Full Time Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · ERP · Finance · Python · Programming · Accounting · Information Technology (IT) · Computer Science · Computer Engineering, Experience Needed:5 To 7 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:10000 To 20000 EGP Per MonthJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:ERPFinancePythonProgrammingAccountingInformation Technology (IT)Computer ScienceComputer EngineeringOdooOdoo ERP,Academic and professional qualifications:Bachelor degree Computer Science or direct related field Experience:5+ Years of experience in the same fieldTechnical Specifications:Strong Knowledge of python and programming concepts ,https://wuzzuf.net/jobs/p/RWpJT5SzYrnZ-ERP-Odoo-IT-Specialist-Giza-Egypt?o=87&l=sp&t=sj&a=python|search-v3|hpb
Senior Software Engineer / Tech Lead (Remote),Confidential -,"Cairo, Egypt",Full Time Work From Home Manager · 8 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · Software Development · SaaS · Django · React · Redux · MySQL · AWS," Experience Needed:8 To 15 YearsCareer Level:ManagerEducation Level:Bachelor'S DegreeSalary:60000 To 85000 EGP Per Month, Medical InsuranceJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:PythonSoftware DevelopmentSaaSDjangoReactReduxMySQLAWSGitlabtechnical leadInformation Technology (IT)Softwareserver architectureComputer ScienceDevelopmentPerformanceSoftware Engineering","Who we’re looking for:Currently, our development team is a group that loves to code. We’re looking for someone who will be responsible for seeing the bigger picture. And since the team is small, you will have the chance to be hands-on with the code as well. At a high level, we’re looking for someone who will:Work with the owners of the business to understand the goals of the company and how the development team can support those goalsProactively identify technical risks, performance bottlenecks, and scaling opportunities and put a plan in place with the team to address themIdentify opportunities to improve our development processes to ensure all code follows standards, is well tested, and goes to production with minimal risk of bugEnsure the team maintains proper documentationTake the lead when an urgent technical issue arisesLead and mentor a small team of developers (currently 4)Code new features and assist with bug fixesWhat you’ll need:The following experience is relevant to us 2+ years in a technical lead role for a SaaS business8+ years of industry software development experienceIn depth knowledge of Python/DjangoIn depth knowledge of server architectureExperience scaling & refactoring a SaaS productStrong opinions on best practices in software development",https://wuzzuf.net/jobs/p/SjJ1LVLjw7Ef-Senior-Software-Engineer-Tech-Lead-Remote-Cairo-Egypt?o=88&l=sp&t=sj&a=python|search-v3|hpb
Full Stack Web Developer -E Commerce Technical Manager,Confidential -,"Nasr City, Cairo, Egypt",Full Time Manager · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · JavaScript · MongoDB · MySQL · HTML · CSS · E-Commerce · back-end website , Experience Needed:5 To 8 YearsCareer Level:ManagerEducation Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:Computer ScienceJavaScriptMongoDBMySQLHTMLCSSE-Commerceback-end website mobile applicationsAngularInformation Technology (IT)JavaPHPReactSoftware DevelopmentAngular JsBack Endfront-endJsPython,"Degree in computer science or related fields.Strong organizational and project management skills.Proficiency with fundamental front-end languages such as HTML, CSS, and JavaScript.Familiarity with JavaScript frameworks such as Angular JS, React, and Amber.Proficiency with back end languages such as Python, Ruby, Java, PHP, and .Net.Familiarity with database technology such as MySQL, Oracle, and MongoDB.Excellent verbal communication skills.Good problem-solving skills.Proven experience as a Full Stack Developer or similar roleExperience in managing and developing desktop and mobile applications•             Excellent communication and teamwork skills•             Great attention to detail•             Organizational skills",https://wuzzuf.net/jobs/p/q6WxlzYhj8VX-Full-Stack-Web-Developer--E-Commerce-Technical-Manager-Cairo-Egypt?o=89&l=sp&t=sj&a=python|search-v3|hpb
Senior Data Scientist,BBI-Consultancy -,"Nasr City, Cairo, Egypt",Full Time Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Data · Data Science · data scientist · Information Technology (IT) · Python · Statistics, Experience Needed:3 To 5 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentAnalyst/ResearchEngineering - Telecom/TechnologySkills And Tools:Computer ScienceDataData Sciencedata scientistInformation Technology (IT)PythonStatisticsDataRobotMachine LearningEngineeringJavaSoftware DevelopmentSoftware EngineeringSQL,"BSc/BA in Computer Science, Engineering or relevant field; graduate degree in Data Science or other quantitative field is preferred.3-5 Years of proven experience as a Data Scientist.Experience in DataRobot or any similar toolExperience in data miningUnderstanding of machine-learning and operations researchKnowledge of R, SQL and Python; familiarity with Scala, Java or C++ is an assetExperience using business intelligence tools (e.g. Tableau) and data frameworks (e.g. Hadoop)Analytical mind and business acumenStrong math skills (e.g. statistics, algebra)Problem-solving aptitudeExcellent communication and presentation skills",https://wuzzuf.net/jobs/p/jX5wf4UC6hGY-Senior-Data-Scientist-BBI-Consultancy-Cairo-Egypt?o=90&l=sp&t=sj&a=python|search-v3|hpb
Power BI Developer,Sutherland -,"Alexandria, Egypt",Full Time Work From Home Experienced · 5 - 10 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Business Intelligence · DAX · Power BI · SQL · BI · Data Warehousing · Python, Experience Needed:5 To 10 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentAnalyst/ResearchEngineering - Telecom/TechnologySkills And Tools:Business IntelligenceDAXPower BISQLBIData WarehousingPythonMicrosoft ExcelComputer ScienceInformation Technology (IT)MS,"Experience in developing PowerBI-based business intelligence systems, and large-scale data warehousesStrong SQL conceptsUnderstanding of data warehousing and business intelligence conceptsExperience in creating dashboards, volume reports, operating summaries, presentations, and graphs.Experience in Data Gateway for data refreshing, content Pack Library5+ years of experience for the desired candidate who needs to be excellent in writing DAX in MS Power BI Desktop",https://wuzzuf.net/jobs/p/ChZqSmbjw5i9-Power-BI-Developer-Sutherland-Alexandria-Egypt?o=91&l=sp&t=sj&a=python|search-v3|hpb
Java Developer,Streams -,"Dokki, Giza, Egypt",Full Time Entry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Development · Software Development · Communication skills · Computer Science · Java · Programming · Python, Experience Needed:More Than 1 YearCareer Level:Entry Level (Junior Level / Fresh Grad)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:Information Technology (IT)DevelopmentSoftware DevelopmentCommunication skillsComputer ScienceJavaProgrammingPythonSpring BootWeb DevelopmentbackendComputer Skills,"Java skill used for 1+ yearsBachelor’s degree in computer programming, computer science, or a related field.More education or experience may be required.Fluency or understanding of specific languages, such as Java, or Python, and operating systems may be required.Strong understanding of the web development cycle and programming techniques and tools.Focus on efficiency, user experience, and process improvement.Excellent project and time management skills.Liferay and Spring boot knowledge is preferable.Strong problem solving and verbal and written communication skills.Ability to work independently or with a group.You should have excellent communication and computer skills.To succeed as a backend developer, you should be focused on building a better, more efficient program and creating a better end-user experience. You should be knowledgeable, collaborative, and motivated.",https://wuzzuf.net/jobs/p/hLP7E42GesS8-Java-Developer-Streams-Giza-Egypt?o=92&l=sp&t=sj&a=python|search-v3|hpb
Senior Full Stack Developer,Egyptian Medical Syndicates Union -,"Garden City, Cairo, Egypt",Full Time Experienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · API · Computer Science · Development · Java · Linux · Programming · JavaScript · Software Development, Experience Needed:More Than 4 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:25000 To 40000 EGP Per MonthJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:APIComputer ScienceDevelopmentJavaLinuxProgrammingJavaScriptSoftware DevelopmentFull Stack DevelopmentInformation Technology (IT)TroubleshootingPython,"Qualifications, experience, skills and competenciesexperience in developing applications in containersExcellent programming skills in one of the following languages: Java, JavaScript, python, Go, Rust, PHPKnowledge of backend service development on Linux/UnixKnowledge of API service developmentFamiliarity with web application frameworksKnowledge of security, encryption and authenticationBusiness application experience is a plusKnowledge of event driven programmingKnowledge of Micro-servicesKey Personal AbilitiesAbility to learn new technologies and systemsAbility to communicate effectivelyResponsible and dependableCritical thinking and troubleshooting",https://wuzzuf.net/jobs/p/vEmCbHJbTy2Y-Senior-Full-Stack-Developer-Egyptian-Medical-Syndicates-Union-Cairo-Egypt?o=93&l=sp&t=sj&a=python|search-v3|hpb
ERP NeXT Developer ( ERP NeXT),Houya Arrow -,"Heliopolis, Cairo, Egypt",Full Time Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · ERP Applications · ERP · Applications · Development · Computer Science · Software Development · ERP NEXT · JavaScript, Experience Needed:1 To 3 YearsCareer Level:Entry Level (Junior Level / Fresh Grad)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:ERP ApplicationsERPApplicationsDevelopmentComputer ScienceSoftware DevelopmentERP NEXTJavaScriptPythonTelecom Engineering,"Must have 1-3 years experience on Frappe framework.Familiarity with current ERP NeXT features and functionalities.Working knowledge of Python, JavaScript and Jinja templates.Must have worked on live projects of ERP NeXT which can be showcased in Interview.",https://wuzzuf.net/jobs/p/crB53iqeKaeH-ERP-NeXT-Developer-ERP-NeXT-Houya-Arrow-Cairo-Egypt?o=94&l=sp&t=sj&a=python|search-v3|hpb
Senior Platform Engineer - Remote.,GetTechForce.com -,"Cairo, Egypt",Full Time Work From Home Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · APIs · Architecture · AWS · back-end · Computer Science · Engineering · Information Technology (IT) · NoSQL, Experience Needed:More Than 3 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:APIsArchitectureAWSback-endComputer ScienceEngineeringInformation Technology (IT)NoSQLPythonRESTfulRESTful APIsSoftware DevelopmentDevOps,"Expertise with AWS, Terraform, Github ActionsStrong understanding of cloud computing best practicesGood understanding of important metrics / monitoring, and observabilityExperience with GraphQL and RESTFul APIsWe are SOC2 audited, so an understanding of the requirements that has would be a bonus(equivalent to ISO27001)Knowledge / use of APM tools would be useful (we use Datadog)Good understanding of OWASP Top 10 vulnerabilities - applying a shift-left mindset!Experience with micro frontends and microservices architectureDemonstrated proficiency with Relational and NoSQL databasesKnowledge of back-end languages such as Python is a plus!",https://wuzzuf.net/jobs/p/4qcGoAG0810B-Senior-Platform-Engineer---Remote-GetTechForce-com-Cairo-Egypt?o=95&l=sp&t=sj&a=python|search-v3|hpb
Senior/Mid Senior Deep Learning Engineer,Confidential -,"Mokattam, Cairo, Egypt",Full Time Experienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Artificial Intelligence · Computer Science · Deep Learning · Design · Information Technology (IT) · Machine Learning · Python · Software Engineering, Experience Needed:More Than 4 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:20000 To 30000 EGP Per MonthJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:Artificial IntelligenceComputer ScienceDeep LearningDesignInformation Technology (IT)Machine LearningPythonSoftware EngineeringStatisticsTensorFlowcomputerPandas,"Completed Master’s degree or higher in Artificial Intelligence, Computer Science or similarSignificant (4+ years) industry experience bringing large-scale deep learning models into production (at a senior level) - Experience in MLOps is a mustExperience with dealing with real-world, noisy and often limited datasetsStrong fundamentals in probability theory, information theory, statistics, linear algebra, computer science, data structures, code optimization and algorithmsDeep familiarity/experience with Python, PyTorch/TensorFlow/ transformers (hugging face), pandas, numpy, etc.; embodied in Published paper implementations, Open Source Contributions, Github Projects, etc.Functional design, and/or translating of a functional design into a solutionResults-oriented, proactive and decisiveStrong communication and ownership skillsA curious, creative, and analytical mindset",https://wuzzuf.net/jobs/p/5NFxSMKMH5K0-SeniorMid-Senior-Deep-Learning-Engineer-Cairo-Egypt?o=96&l=sp&t=sj&a=python|search-v3|hpb
