Job title,Company name,Company address,Job description,Job details,Jobrequirements,Links
Senior Python Django Developer,Mentor Seven -,"New Cairo, Cairo, Egypt",Full Time Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Django · Python · Python Django · Software Development · Information Technology (IT) · ORM · Telecom Engineering, Experience Needed:More Than 3 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:10000 To 15000 EGP Per MonthJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:Computer ScienceDjangoPythonPython DjangoSoftware DevelopmentInformation Technology (IT)ORMTelecom Engineering,"Requirements:At least 3 Years of experienceAt least 2 Years of Experience in PostgreSQLKnowledge of object-relational mapping (ORM)Expert knowledge of Python and related frameworks including Django and DjangoRestFrameworkStrong Knowledge of multi-language projectsReprogramming existing databases to improve functionality.Developing digital tools to monitor online traffic.Gathering and evaluating user requirements, in collaboration with product managers and engineersPortfolio of live projectsBSc in Computer Science or relevant field",https://wuzzuf.net/jobs/p/cwxs7KB0EFeK-Senior-Python-Django-Developer-Mentor-Seven-Cairo-Egypt?o=1&l=sp&t=sj&a=python|search-v3|hpb
Senior Python Backend Developer,CROCOSOFT -,"New Cairo, Cairo, Egypt",Full Time Work From Home Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · Flask · Git · Microservice Architecture · Relational Databases · Design Patterns · English · Information Technology (IT)," Experience Needed:2 To 5 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:Confidential, Hourly BasedJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:PythonFlaskGitMicroservice ArchitectureRelational DatabasesDesign PatternsEnglishInformation Technology (IT)Computer ScienceProgrammingSoftware DevelopmentOOPGithubTroubleshooting",Knowledge of algorithms and data structures and design patterns.Strong analytical and reasoning skills with an ability to visualize processes and outcomes.Proficiency in troubleshooting software issues and debugging a large codebase.A passion for solving problems and providing workable solutions.Python. (OOP & functional programming paradigms & MicroService Architecture preferably Flask)GIT using Github. ( basic commands and branching models)Serverless (conceptual).Proficiency in relational DB design and performance improvement.English fluency is a must.,https://wuzzuf.net/jobs/p/ZS2AZ15Zb6gT-Senior-Python-Backend-Developer-CROCOSOFT-Cairo-Egypt?o=2&l=sp&t=sj&a=python|search-v3|hpb
Senior / Mid Senior Python (Django) Developer,InnovaDigits -,"Mansoura, Dakahlia, Egypt",Full Time Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Django · Python · AWS · Docker · Software Development · Information Technology (IT) · MySQL," Experience Needed:More Than 5 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:Confidential, - Medical InsuranceJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:Computer ScienceDjangoPythonAWSDockerSoftware DevelopmentInformation Technology (IT)MySQLProgrammingSoftwareJavaPostgreSQL","What are the Requirements?More than 5 years of experience in Python (Django)Good to have experience in one of the programming languages like GoLang, RoR, Java, PHPExperience with common monitoring / alerting / logging tools such as Prometheus, New Relic, Datadog, and Sentry.You’ve built complex, high-quality applications, and have a strong knowledge of Domain Driven Design.You’re proficient in selecting from best practice Design Patterns and Design Principles when building Software Architectures and Algorithms.Good knowledge of databases (like MySQL, PostgreSQL, and NoSQL) and should be aware of normal forms, ACID, isolation levels, and index anatomy.Flexible and comfortable working in a multicultural environment.Familiar with the following; Docker & Kubernetes, GCP, AWS, and caching.Experienced using TDD approach during development.Willingness to learn new programming languages and technologies.Good to have knowledge of Kubernetes, GCP, and AWS",https://wuzzuf.net/jobs/p/rpANthPLGT2M-Senior-Mid-Senior-Python-Django-Developer-InnovaDigits-Dakahlia-Egypt?o=3&l=sp&t=sj&a=python|search-v3|hpb
Python Developer for Sports Statistics.,Fekra Technology Solutions and Construction -,"Dokki, Giza, Egypt",Full Time Work From Home Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · ETL · Python · SQL · Information Technology (IT), Experience Needed:4 To 6 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:25000 To 35000 EGP Per MonthJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:Computer ScienceETLPythonSQLInformation Technology (IT),"Requirements:Hands-on experience in Python, especially in the development of ETL pipelines and/or APIsDeep knowledge of SQL Server, or another relational database, and strong data modeling skillsWillingness to dig into legacy code in order to troubleshoot issues and understand requirements for the new things we build5+ years of professional experience working in a modern product/engineering-focused organizationCommunication skills that allow one to partner directly with products, internal customers, and clients to determine requirements, trade-offs, and goalsExperience leading complicated data migrationsExperience deploying apps on AzureBackground working in B2B environments will be a plus",https://wuzzuf.net/jobs/p/d3zIKes35LZX-Python-Developer-for-Sports-Statistics-Fekra-Technology-Solutions-and-Construction-Giza-Egypt?o=4&l=sp&t=sj&a=python|search-v3|hpb
Senior Python Developer,Stackzy -,"6th of October, Giza, Egypt",Full Time Experienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Python · Databases · Software Development · Data Processing · airflow · Cloud · Computer Science, Experience Needed:2 To 4 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:Installation/Maintenance/RepairIT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:PythonDatabasesSoftware DevelopmentData ProcessingairflowCloudComputer ScienceEngineeringInformation Technology (IT)MongoDBMySQLSoftwareSoftware EngineeringTestingUnit Testing,"BS/MS degree in Computer Science, Engineering, or a related subjectStrong understanding of object-oriented programmingProficient understanding of code versioning tools, such as GitEfficient with data transformation/processing in python using e.g.: pandas data frames.Good understanding of cloud-native software architecture and data orchestrationGood understanding of data pipelines and workflow managements tools e.g.: Apache Airflow, Flyte.Hands-on working with different databases e.g.: MySQL, MongoDB.Good understanding of unit testing and clean code standards.",https://wuzzuf.net/jobs/p/k7LetgYe0WZg-Senior-Python-Developer-Stackzy-Giza-Egypt?o=5&l=sp&t=sj&a=python|search-v3|hpb
Python Backend Developer,Bydotpy -,"New Cairo, Cairo, Egypt",Full Time Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · Django · Flask · RESTful API · Computer Science · Computer Engineering · Software Development · Information Technology (IT), Experience Needed:More Than 5 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:PythonDjangoFlaskRESTful APIComputer ScienceComputer EngineeringSoftware DevelopmentInformation Technology (IT)Software EngineeringTestingFrameworks,"Management of hosting environment, including database administration and scaling an application to support load changes.Bachelor's degree in Computer Science, Computer Engineering, or related field.5+ years of experience as a Python Developer.Expert knowledge of Python and related frameworks including Django and Flask.A deep understanding and multi-process architecture and the threading limitations of Python.Ability to integrate multiple data sources into a single system.Familiarity with testing tools.work condition :5 working days: Sunday to Thursdayworking hours 10 to 6on-sitebenefits:social insurancemedical insurance",https://wuzzuf.net/jobs/p/A1z5DK0essUs-Python-Backend-Developer-Bydotpy-Cairo-Egypt?o=6&l=sp&t=sj&a=python|search-v3|hpb
Senior Python Engineer,El-Sewedy Electrometer -,"6th of October, Giza, Egypt",Full Time Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · Computer Science · MySQL · Linux · Information Technology (IT) · SQL · jQuery · Programming," Experience Needed:2 To 5 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:Confidential, Medical & Social & Life Insurance - Monthly Or Annually Variable Incentive - Transportation AllowanceJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:PythonComputer ScienceMySQLLinuxInformation Technology (IT)SQLjQueryProgrammingJavaScriptRESTHTML5CSS3Software DevelopmentEngineering","BSC in Computer Science or any related fieldExperience programming using python language (virtualenv, package management, performance analysis)Good linux OS understanding and basic usage.Good process management programming on linux (threading, signals, sockets…), and peripherals control (serial port, GPIO..)Good SQL knowledge and database servers (MySQL, sqlite3...)Good networking understanding and troubleshooting (TCP/IP, IPv4/6, DNS, DHCP, NTP, FTP …)Good web services programming and understanding (sockets, HTTP, REST, SOAP, ...)C/C++ programming/developing (is a plus).Web UI programming skills (jquery/javascript, HTML5, CSS3, …) (is a plus).Familiar with standard web servers (Apache, Nginx ...)",https://wuzzuf.net/jobs/p/ohFtakW4EZWa-Senior-Python-Engineer-El-Sewedy-Electrometer-Giza-Egypt?o=7&l=sp&t=sj&a=python|search-v3|hpb
Python Developer,OdooTec -,"New Cairo, Cairo, Egypt",Full Time Entry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Odoo · MVC · Information Technology (IT) · Computer Science · Python · Software Development · CSS · Design, Experience Needed:1 To 2 YearsCareer Level:Entry Level (Junior Level / Fresh Grad)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:OdooMVCInformation Technology (IT)Computer SciencePythonSoftware DevelopmentCSSDesignDjangoGitHTMLJavaScriptTelecom Engineering,"1-2 years of experience.The candidate will demonstrate proficiency in both front-end and back-end development.The candidate must have created a range of apps, [preferably] using Python framework like Django, Flask, Odoo, and other frameworks.Typically, a Python developer who was top of his class and has enterprise applications development in his genes.Understanding and experience of design patterns.Front-end and Back-end programming experience.Excellent knowledge in object- oriented programming.Knowledge of functional programming.Must have knowledge of JavaScript, HTML, CSS, etc.Must have knowledge of MVC architectural pattern.Handy with Git protocol.Prior contribution open-source projects, is a plus.Deep understanding of open-source licenses and their differences is a plus.Accounting knowledge is an advantage.Odoo experience is an advantage.",https://wuzzuf.net/jobs/p/TEXsA8hxgzA7-Python-Developer-OdooTec-Cairo-Egypt?o=8&l=sp&t=sj&a=python|search-v3|hpb
Senior Python / Django Developer,RDI -,"Dokki, Giza, Egypt",Full Time Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Django · Python · MySQL · GIT · Docker · javaScript · Angular · RESTful APIs, Experience Needed:More Than 2 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:DjangoPythonMySQLGITDockerjavaScriptAngularRESTful APIsInformation Technology (IT)Computer ScienceLinuxSoftware EngineeringSoftware DevelopmentTelecom Engineering,"Requirements:2+ years of on-the-job software engineering experience.Solid database skills in a relational database (i.e. PostgresSQL, MySQL, etc.)Knowledge of how to build and use RESTful APIs.Experience with modern JavaScript frameworks such as React.Proficiency using industry standard 3rd party tools such as Docker.Strong knowledge of version control (git).Experience deploying Python applications into production.Understanding of the threading limitations of Python, and multi-process architecture.Knowledge of user authentication and authorization between multiple systems, servers, and environments.Strong unit test and debugging skills.Google Cloud Platform (GCP) knowledge is a plus.Experience working in Linux environments and basic shell is a plus.",https://wuzzuf.net/jobs/p/4yZylKxIEYZb-Senior-Python-Django-Developer-RDI-Giza-Egypt?o=9&l=sp&t=sj&a=python|search-v3|hpb
Senior Python Developer,Trufla -,"Heliopolis, Cairo, Egypt",Full Time Experienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · APIs · AWS · Computer Science · Git · Linux · Python · REST, Experience Needed:More Than 4 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:AgileAPIsAWSComputer ScienceGitLinuxPythonRESTSoftware DevelopmentSoftware EngineeringSQLInformation Technology (IT),"Job QualificationsMore than 4 years of experience.Solid experience with Python.A committed person who is eager to learn.Good understanding of algorithms, data structures, and complexity.Solid experience with Django, Flask or other Python web frameworks.Familiarity with Amazon Web Services (AWS).Familiarity with containerization concepts (e.g. Docker and Kubernetes).Good understanding of CI/CD.Familiar with Agile project management methodologies.Experience in databases and SQL \/ NoSQL databases.You have deployed Python applications to production.Experience with consuming and build REST APIs.Good understanding of code versioning tools such as Git.Familiarity with Linux.Mentor intermediates and juniorsBuild data systems and pipelines is a PlusCombine raw information from different sources is a PlusTrufla Technology is an equal opportunity employer and is committed to all forms of diversity in the workplace. All qualified individuals are encouraged to apply.Do you think we match? Apply Now!If you get what it takes, apply to the job through the ""Apply Now"" button above.*After applying, complete your application by taking the required assessment below:https://assessment.testgorilla.com/testtaker/publicinvitation/185c7910-887b-49bb-96d2-d494b8fcc45c",https://wuzzuf.net/jobs/p/6Yzv3ZC4RcGO-Senior-Python-Developer-Trufla-Cairo-Egypt?o=10&l=sp&t=sj&a=python|search-v3|hpb
Senior Python Developer,FlairsTech -,"Maadi, Cairo, Egypt",Full Time Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Applications · Computer Science · Design · Engineering · Implementation · Software Development · Information Technology (IT) · Mathematics, Experience Needed:3 To 5 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:ApplicationsComputer ScienceDesignEngineeringImplementationSoftware DevelopmentInformation Technology (IT)MathematicsSoftwarePythonSoftware ApplicationsSoftware Engineering,"Requirements:Bachelors degree in Software Engineering or Mathematics related discipline, with GPA of 3.0 or higher (or the equivalent)Strong experience with the design and implementation of low-latency, high-availability, and performant applications.3 or more years of experience Developing Software Applications within a small to the medium-sized team using primarily Python 2/3.",https://wuzzuf.net/jobs/p/X1RY331ukvMk-Senior-Python-Developer-FlairsTech-Cairo-Egypt?o=11&l=sp&t=sj&a=python|search-v3|hpb
Senior Python Developer,Houya Arrow -,"Heliopolis, Cairo, Egypt",Full Time Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · Computer Science · Development · Software · Software Development · SDLC · Web · Web Applications, Experience Needed:More Than 3 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:PythonComputer ScienceDevelopmentSoftwareSoftware DevelopmentSDLCWebWeb Applications,"BS/MS degree in Computer Science or Engineering3+ years of experience working in Python.3+ years of hands-on experience in developing web applications.Strong computer science fundamentals and problem-solving.Good communication and collaboration skills.Develop well-designed, scalable, and robust software to a high-quality standardCollaborate with the team, participate in design sessions, code reviewsExecute full software development life cycle (SDLC)Develop flowcharts, layouts, and documentation to identify requirements and solutionsProduce specifications and determine operational feasibilityIntegrate software components into a fully functional software systemDevelop software verification plans and quality assurance proceduresDocument and maintain software functionalityTroubleshoot, debug and upgrade existing systemsKeep abreast of the latest and emerging technologies",https://wuzzuf.net/jobs/p/ybz0w5zmqwb1-Senior-Python-Developer-Houya-Arrow-Cairo-Egypt?o=12&l=sp&t=sj&a=python|search-v3|hpb
Odoo Developer - Kuwait,Furdtk -,"Kuwait City, Kuwait",Full Time Experienced · 2 - 5 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · API · Odoo · Linux · Python · Computer Science · Design · HTML, Experience Needed:2 To 5 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeGender:MaleSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:Information Technology (IT)APIOdooLinuxPythonComputer ScienceDesignHTMLjQueryPostgreSQLProgrammingXML,"• Must have Python experience as well as a solid understanding of Object Oriented Design and Programming.• At least 2 Years of Experience in Developing new Odoo Modules and extension of Odoo framework and its existing modules.• Good expertise with Linux OS for developing and maintain purposes• Experience in integrating Odoo with Other Business Systems.• Should have working knowledge of API's in ODOO.• Experience in writing Modules for Odoo Web site .• Experience in HTML, XML, and JQuery.• Experience in PostgreSQL database.• Experience in Webkit, RML Report, OpenOffice Reports and Pentaho Report (preferred).• Experience in using Eclipse or Pycharm IDEs.• Experience with GITLAB or equivalent source control• Knowledge of different Project Business cycles.• Good understanding of accessibility and security compliance• Technical and Functional knowledge of Odoo modules and features",https://wuzzuf.net/jobs/p/I6Z3me6vTeYw-Odoo-Developer---Kuwait-Furdtk-Kuwait-City-Kuwait?o=13&l=sp&t=sj&a=python|search-v3|hpb
Odoo Developer,Royal Herbs -,"Haram, Giza, Egypt",Full Time Experienced · 3 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Database · Engineering · Odoo · Python · Software, Experience Needed:3 To 7 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:Installation/Maintenance/RepairIT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:Information Technology (IT)Computer ScienceDatabaseEngineeringOdooPythonSoftwareJavaScriptCRMcodingBusiness Analysis,"Bachelor’s degree in Computer Science, Engineering, or equivalent.3-7 years experience in Odoo implementationCreative thinker and strategic problem solverKnowledge of coding/scripting (Bash, Python, JavaScript, etc...)Familiarity with database concepts/scriptingAbility to communicate technical concepts clearly and effectively, both written and verballyDemonstrate an affinity for SAAS products that handle CRM, Accounting, Inventory, Sales, and other software verticalsAnalytical skills",https://wuzzuf.net/jobs/p/8UiMlGDd2uSf-Odoo-Developer-Royal-Herbs-Giza-Egypt?o=14&l=sp&t=sj&a=python|search-v3|hpb
DevOps Engineer,Luftborn -,"Heliopolis, Cairo, Egypt",Full Time Experienced · 2+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Azure · DevOps · Network Security · AWS · Elasticsearch · Bash Scripting · Python Scripting, Experience Needed:More Than 2 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:Installation/Maintenance/RepairIT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:AzureDevOpsNetwork SecurityAWSElasticsearchBash ScriptingPython ScriptingDockerKubernetesCloudComputer SciencePythonGitInformation Technology (IT)Software Development,"Minimum of 2 years of relevant work experience as DevOps EngineerStrong skills in networking/security on public cloud platformsMinimum CCNA (certificate is a plus)Must have a strong foundation in Infrastructure as Code (IaC) and related tools (e.g., Terraform)Public cloud platforms – Azure required (AWS or Google is a plus)Elasticsearch required (Kibana, Logstash, Grafana or Prometheus is a plus)Bash Scripting or Python is a plusExperience working with container platforms (e.g., Docker, Kubernetes)CI/CDSource Control version (Git)Different programming languages are accepted (.NET would be an asset)",https://wuzzuf.net/jobs/p/DzFw0PM9Og5y-DevOps-Engineer-Luftborn-Cairo-Egypt?o=15&l=sp&t=sj&a=python|search-v3|hpb
Senior Odoo Developer,Peerless -,"Mohandessin, Giza, Egypt",Full Time Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Odoo · PostgreSQL · jQuery · JavaScript · XML · HTML · Odoo Development · odoo migration," Experience Needed:3 To 5 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:Confidential, Social & Medical InsuranceJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:OdooPostgreSQLjQueryJavaScriptXMLHTMLOdoo Developmentodoo migrationodoo integrataionodoo Module customizationodoo programingPythonpython developmentProgrammingSoftware DevelopmentSoftware EngineeringOdoo ERPAPIDockerObject Oriented Programming","Our Hero should have the follwing:Experience in Developing new Odoo Modules and extension of Odoo framework and its existing modules.Experience in integrating Odoo with Other Business Systems.Should have working knowledge of API's in ODOO.Experience in writing Modules for Odoo Web site .Experienced in HTML, XML, and JQuery.Experienced in JavaScript, POS & E- Commerce Modules.Experienced in PostgreSQL database.Experienced in Webkit, RML Report, OpenOffice Reports and Pentaho Report (preferred).Experienced in using Eclipse or Pycharm IDEs.Experienced with GITLAB or equivalent source controlExperienced in Docker and Devops is preferable.Giza Residents are preferable.",https://wuzzuf.net/jobs/p/0c4rUhZhSeaV-Senior-Odoo-Developer-Peerless-Giza-Egypt?o=16&l=sp&t=sj&a=python|search-v3|hpb
Linux System Administrator,OpenCode -,"Cairo, Egypt",Full Time Experienced · 2+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Telecommunication · MNOs · VAS · SS7 · VXML · ISUP · MAP, Experience Needed:More Than 2 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:Installation/Maintenance/RepairIT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:TelecommunicationMNOsVASSS7VXMLISUPMAPCAPINAPSOAPRBTCCXMLLinuxUnixMOPLinux AdministrationSMPPMySQLMySQL AdministrationSQLInformation Technology (IT)Computer ScienceSystem AdministrationPythonNetworkingLinux System,"Requirements:2+ years of Computer and/or Telecom EngineeringExcellent knowledge in Linux System AdministrationGood background in networking technologyGood DB and SQL background, MySQL administration and maintenanceEnglish is a must; a second language is an advantageExcellent customer service skills, both verbal and writtenAbility to work with schedules and deadlinesAbility to work in an international environmentAbility to learn new technology and use itTeamwork skills, can-do attitude, must be assertive and approachableSpecify technology in a way that customers can understandAdvantages:Knowledge in DockerKnowledge in scripting languages /Bash, Python, ShellVirtualization – general knowledge/conceptKnowledge of SS7, SIGTRAN protocol stack",https://wuzzuf.net/jobs/p/gxskrnqVOWkG-Linux-System-Administrator-OpenCode-Cairo-Egypt?o=17&l=sp&t=sj&a=python|search-v3|hpb
AWS Developer,Collars HR -,"New Cairo, Cairo, Egypt",Full Time Experienced · 6+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Computer Science · Python · Software Development · SQL · JSON · REST · XML, Experience Needed:More Than 6 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:AWSComputer SciencePythonSoftware DevelopmentSQLJSONRESTXMLRest APIAPI,AWS Certification (Developer/Solution Architect) is preferredExperience with Python is preferred Experience with JSON and REST API is preferred Experience with XML/XSLT is a big plus. • Build and optimize SQL queries and stored procedures,https://wuzzuf.net/jobs/p/ACaiQgsVTLFX-AWS-Developer-Collars-HR-Cairo-Egypt?o=18&l=sp&t=sj&a=python|search-v3|hpb
Segmentations & Data Mining Senior Specialist,Etisalat Egypt -,"Cairo, Egypt",Full Time Entry Level · 1 - 4 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Data · Data Mining · Computer Science · Information Technology (IT) · Python · Machine Learning · Power BI, Experience Needed:1 To 4 YearsCareer Level:Entry Level (Junior Level / Fresh Grad)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:Marketing/PR/AdvertisingAnalyst/ResearchSkills And Tools:DataData MiningComputer ScienceInformation Technology (IT)PythonMachine LearningPower BI,"1 year of experience in Data Analysis.Essential skills: Python/ Machine learning/ Power BI etc..Titles: Data Scientist, Data AnalystDesired: data science track in ITI or machine learning.Excellent communication skillsFluent English",https://wuzzuf.net/jobs/p/6y9iPo2Sa6R6-Segmentations-Data-Mining-Senior-Specialist-Etisalat-Egypt-Cairo-Egypt?o=19&l=sp&t=sj&a=python|search-v3|hpb
Software Automation Testing Engineer,Confidential -,"Maadi, Cairo, Egypt",Full Time Work From Home Experienced · 2 - 6 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Computer Science · Automation Testing · ISTQB · Testing · Information Technology (IT) · English · Quality Assurance, Experience Needed:2 To 6 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentQualityEngineering - Telecom/TechnologySkills And Tools:Computer ScienceAutomation TestingISTQBTestingInformation Technology (IT)EnglishQuality AssuranceQuality ControlbackendDevelopmentLinuxPostmanPythonSoftwareSoftware DevelopmentSoftware TestingXMLSecurityCybersecurityCyber SecurityiOSAndroid,"Experience in software development lifecycle and testingExperience with Python, XML, Bash, JavaExperienced in test tools, including Postman, cucumber, and Mocha, among othersProficient in test automationGood knowledge of Linux OS and toolsExcellent experience  testing end-to-end systems running on mobile devices with backend servicesExceptional attention to detailExcellent analytical and problem-solving skillsGood oral and written communicationGreat team player and able to work efficiently with minimal supervisionLikes to break things.Work Conditions:-Full-time working from Home.Social Insurance.Medical Insurance.Working with a Multinational team of experts.Working a Cutting Edge Web/Cyber Security Projects.",https://wuzzuf.net/jobs/p/pbOCpj7iHaVy-Software-Automation-Testing-Engineer-Cairo-Egypt?o=20&l=sp&t=sj&a=python|search-v3|hpb
DevOps Lead,Unifonic -,"Cairo, Egypt",Full Time Work From Home Manager · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Docker · DevOps · Kubernetes · AWS · CI/CD · Jenkins · Terraform · Agile, Experience Needed:More Than 5 YearsCareer Level:ManagerEducation Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:DockerDevOpsKubernetesAWSCI/CDJenkinsTerraformAgileComputer EngineeringComputer ScienceEngineeringEnglishInformation Technology (IT)PythonSoftwareSoftware DevelopmentSoftware EngineeringInfrastructureIT,"Must-HaveHands-on 5+ years of recent technical experience in Professional Services/Enterprise DevOps role.Strong technical skills and proficiency in multiple functional areas are required; such as infrastructure as Code (CloudFormation/Terraform), containerize orchestration (Docker, Kubernetes), configuration management (Ansible), programming language (Python), logging system (Elastic Stack), CI/CD (DroneCI, Argo CD) and network protocols and standards.The ability to spend substantial time interfacing with the offshore teams on a daily basis.Nice To HaveBachelor's degree in Computer Engineering, Software Engineering, or other IT-related field.Fluent in English with excellent writing/editing and verbal communication skills.Strong sense of ownership, critical thinking, and ability to drive DevOps mindset initiatives across teams for agile release.Analytical thinking and being accountable for the results of made decisions.",https://wuzzuf.net/jobs/p/abgHEb03Xa9g-DevOps-Lead-Unifonic-Cairo-Egypt?o=21&l=sp&t=sj&a=python|search-v3|hpb
Senior Data Scientist,Wakeb Data -,"Mohandessin, Giza, Egypt",Full Time Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · data scientist · Computer Science · SQL · Software Development · Data Science · Information Technology (IT) · Algorithms · Python, Experience Needed:2 To 4 YearsCareer Level:Experienced (Non-Manager)Education Level:Bachelor'S DegreeSalary:ConfidentialJob Categories:IT/Software DevelopmentEngineering - Telecom/TechnologySkills And Tools:data scientistComputer ScienceSQLSoftware DevelopmentData ScienceInformation Technology (IT)AlgorithmsPython,"Proven experience as a Data Scientist or ML engineer.Experience in Speech processing and recognition.Understanding of machine-learning and deep-learning algorithms.Experience with TensorFlow , torch, Keras and other ML frameworks.Understanding  Language models and transformers.Experience in voice  and Computer Vision algorithmsStrong knowledge of Python.Knowledge  SQL, C++ is an assetExcellent communication and presentation skillsBS/BA in Computer Science, Engineering or relevant field; graduate degree in Data Science or other quantitative field is preferred.",https://wuzzuf.net/jobs/p/EoqeMUGYN5D1-Senior-Data-Scientist-Wakeb-Data-Giza-Egypt?o=22&l=sp&t=sj&a=python|search-v3|hpb
